RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
313,"R43433","9/15/2014","U.S.-Vietnam Nuclear Cooperation Agreement: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43433/R43433.pdf/","14","03/24/2014"
314,"R41163","8/4/2014","The Military Commissions Act of 2009 (MCA 2009): Overview and Legal Issues","https://crsreports.congress.gov/product/pdf/download/R/R41163/R41163.pdf/","9","04/07/2010"
315,"R43618","6/24/2014","C-130 Hercules: Background, Sustainment, Modernization, Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43618/R43618.pdf/","8","06/25/2014"
316,"R43049","6/4/2014","U.S. Air Force Bomber Sustainment and Modernization: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43049/R43049.pdf/","6","04/25/2013"
317,"RL31133","4/18/2014","Declarations of War and Authorizations for the Use of Military Force: Historical Background and Legal Implications","https://crsreports.congress.gov/product/pdf/download/RL/RL31133/RL31133.pdf/","17","01/14/2003"
318,"R40932","3/21/2014","Comparison of Rights in Military Commission Trials and Trials in Federal Criminal Court","https://crsreports.congress.gov/product/pdf/download/R/R40932/R40932.pdf/","19","11/19/2009"
319,"RL34254","1/24/2014","Executive Order 13438: Blocking Property of Certain Persons Who Threaten Stabilization Efforts in Iraq","https://crsreports.congress.gov/product/pdf/download/RL/RL34254/RL34254.pdf/","15","11/19/2007"
320,"R42337","1/23/2014","Detention of U.S. Persons as Enemy Belligerents","https://crsreports.congress.gov/product/pdf/download/R/R42337/R42337.pdf/","17","02/03/2012"
321,"R43353","1/8/2014","Threats to U.S. National Security Interests in Space: Orbital Debris Mitigation and Removal","https://crsreports.congress.gov/product/pdf/download/R/R43353/R43353.pdf/","5","01/08/2014"
322,"R43134","9/4/2013","NSA Surveillance Leaks: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43134/R43134.pdf/","12","07/03/2013"
323,"R43074","5/17/2013","Department of Defense's Use of Contractors to Support Military Operations: Background, Analysis, and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43074/R43074.pdf/","7","05/17/2013"
324,"R42336","5/1/2013","Terrorist Watch List Screening and Background Checks for Firearms","https://crsreports.congress.gov/product/pdf/download/R/R42336/R42336.pdf/","4","02/02/2012"
325,"RL34256","4/3/2013","North Korea's Nuclear Weapons: Technical Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL34256/RL34256.pdf/","30","11/21/2007"
326,"R42849","12/6/2012","Iran's Ballistic Missile and Space Launch Programs","https://crsreports.congress.gov/product/pdf/download/R/R42849/R42849.pdf/","4","12/06/2012"
327,"RL31559","10/25/2012","Proliferation Control Regimes: Background and Status","https://crsreports.congress.gov/product/pdf/download/RL/RL31559/RL31559.pdf/","15","02/16/2005"
328,"RL34234","10/19/2012","Managing the Nuclear Fuel Cycle: Policy Implications of Expanding Global Access to Nuclear Power","https://crsreports.congress.gov/product/pdf/download/RL/RL34234/RL34234.pdf/","22","11/06/2007"
329,"RL31384","4/19/2012","V-22 Osprey Tilt-Rotor Aircraft Program","https://crsreports.congress.gov/product/pdf/download/RL/RL31384/RL31384.pdf/","29","01/07/2005"
330,"R41169","3/7/2012","Securing Nuclear Materials: The 2012 Summit and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41169/R41169.pdf/","21","04/09/2010"
331,"R42136","1/3/2012","U.S. Unmanned Aerial Systems","https://crsreports.congress.gov/product/pdf/download/R/R42136/R42136.pdf/","6","01/06/2012"
332,"R41201","12/23/2011","Monitoring and Verification in Arms Control","https://crsreports.congress.gov/product/pdf/download/R/R41201/R41201.pdf/","9","04/23/2010"
333,"RL30624","10/19/2011","Navy F/A-18E/F and EA-18G Aircraft Program","https://crsreports.congress.gov/product/pdf/download/RL/RL30624/RL30624.pdf/","26","01/12/2005"
334,"R41891","6/24/2011","'Dirty Bombs': Background in Brief","https://crsreports.congress.gov/product/pdf/download/R/R41891/R41891.pdf/","4","06/24/2011"
335,"RL31502","11/30/2010","Nuclear, Biological, Chemical, and Missile Proliferation Sanctions: Selected Current Law","https://crsreports.congress.gov/product/pdf/download/RL/RL31502/RL31502.pdf/","8","01/24/2003"
336,"RL34051","4/26/2010","Long-Range Ballistic Missile Defense in Europe","https://crsreports.congress.gov/product/pdf/download/RL/RL34051/RL34051.pdf/","20","06/22/2007"
337,"IN11149","7/30/2019","Carbon Monoxide Detection Requirements for Military Housing","https://crsreports.congress.gov/product/pdf/download/IN/IN11149/IN11149.pdf/","3","07/26/2019"
338,"IN11115","5/10/2019","DOD's Proposal to Reduce Military Medical End Strength","https://crsreports.congress.gov/product/pdf/download/IN/IN11115/IN11115.pdf/","2","05/13/2019"
339,"IN11100","4/15/2019","U.S. Military Electronic Warfare Research and Development: Recent Funding Projections","https://crsreports.congress.gov/product/pdf/download/IN/IN11100/IN11100.pdf/","2","04/15/2019"
340,"IN11078","3/19/2019","Proposed Air Force Acquisition of New F-15EXs","https://crsreports.congress.gov/product/pdf/download/IN/IN11078/IN11078.pdf/","3","03/19/2019"
341,"IF11131","3/12/2019","Defense Primer: DOD Appropriated Fund Civilians","https://crsreports.congress.gov/product/pdf/download/IF/IF11131/IF11131.pdf/","3","03/12/2019"
342,"IN11052","2/20/2019","The Defense Department and 10 U.S.C. 284: Legislative Origins and Funding Questions","https://crsreports.congress.gov/product/pdf/download/IN/IN11052/IN11052.pdf/","5","02/20/2019"
343,"IN11032","2/1/2019","Evaluating Possible U.S. Troop Withdrawals from Hostile Areas","https://crsreports.congress.gov/product/pdf/download/IN/IN11032/IN11032.pdf/","2","02/01/2019"
344,"IN11031","2/1/2019","The U.S. Intelligence Community: Homeland Security Issues in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN11031/IN11031.pdf/","4","02/01/2019"
345,"IN10985","2/1/2019","U.S. Withdrawal from the INF Treaty","https://crsreports.congress.gov/product/pdf/download/IN/IN10985/IN10985.pdf/","5","10/23/2018"
346,"IN11027","1/29/2019","The Trump Administration's National Strategy for Counterterrorism: Homeland Security Issues in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN11027/IN11027.pdf/","5","01/29/2019"
347,"IN11019","1/17/2019","The U.S. Army and Multi-Domain Operations","https://crsreports.congress.gov/product/pdf/download/IN/IN11019/IN11019.pdf/","2","01/17/2019"
348,"IN11017","1/11/2019","Military Construction Funding in the Event of a National Emergency ","https://crsreports.congress.gov/product/pdf/download/IN/IN11017/IN11017.pdf/","4","01/11/2019"
349,"IN10990","12/12/2018","The DOD's JEDI Cloud Program","https://crsreports.congress.gov/product/pdf/download/IN/IN10990/IN10990.pdf/","6","11/05/2018"
350,"IN10889","9/10/2018","Army Futures Command (AFC)","https://crsreports.congress.gov/product/pdf/download/IN/IN10889/IN10889.pdf/","6","04/24/2018"
351,"IN10938","7/26/2018","Australia and New Zealand React to China's Growing Influence in the South Pacific","https://crsreports.congress.gov/product/pdf/download/IN/IN10938/IN10938.pdf/","2","07/26/2018"
352,"IN10931","7/18/2018","U.S. Army's Initial Maneuver, Short-Range Air Defense (IM-SHORAD) System","https://crsreports.congress.gov/product/pdf/download/IN/IN10931/IN10931.pdf/","2","07/18/2018"
353,"IF10347","7/12/2018","Military Transition Assistance Program (TAP): An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10347/IF10347.pdf/","6","01/21/2016"
354,"IN10926","7/5/2018","NATO's 2018 Brussels Summit","https://crsreports.congress.gov/product/pdf/download/IN/IN10926/IN10926.pdf/","5","07/06/2018"
355,"IN10922","6/27/2018","TRICARE Modernization: Eligibility for the Federal Employee Dental and Vision Insurance Program","https://crsreports.congress.gov/product/pdf/download/IN/IN10922/IN10922.pdf/","3","06/27/2018"
356,"IF10911","6/19/2018","The Army's Modular Handgun Procurement","https://crsreports.congress.gov/product/pdf/download/IF/IF10911/IF10911.pdf/","3","06/19/2018"
357,"IN10881","4/6/2018","Cameroon's Anglophone Crisis: Recent Developments and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10881/IN10881.pdf/","3","04/06/2018"
358,"IN10854","2/5/2018","New Nuclear Warheads: Legislative Provisions","https://crsreports.congress.gov/product/pdf/download/IN/IN10854/IN10854.pdf/","4","02/05/2018"
359,"IN10842","12/19/2017","The 2017 National Security Strategy: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10842/IN10842.pdf/","4","12/19/2017"
360,"IN10818","11/16/2017","Contracting the Adversary","https://crsreports.congress.gov/product/pdf/download/IN/IN10818/IN10818.pdf/","4","11/16/2017"
361,"R44984","10/11/2017","Arms Sales in the Middle East: Trends and Analytical Perspectives for U.S. Policy","https://crsreports.congress.gov/product/pdf/download/R/R44984/R44984.pdf/","5","10/13/2017"
362,"IN10799","10/10/2017","The Army's Warfighter Information Network-Tactical (WIN-T) Program","https://crsreports.congress.gov/product/pdf/download/IN/IN10799/IN10799.pdf/","5","10/10/2017"
363,"IN10797","10/5/2017","Attack on U.S. Soldiers in Niger: Context and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN10797/IN10797.pdf/","4","10/06/2017"
364,"IN10776","9/11/2017","U.S. Air Force Pilot Shortage","https://crsreports.congress.gov/product/pdf/download/IN/IN10776/IN10776.pdf/","5","09/14/2017"
365,"IN10756","8/22/2017","Confederate Names and Military Installations ","https://crsreports.congress.gov/product/pdf/download/IN/IN10756/IN10756.pdf/","4","08/22/2017"
366,"IN10731","7/10/2017","The Nuclear Ban Treaty: An Overview","https://crsreports.congress.gov/product/pdf/download/IN/IN10731/IN10731.pdf/","6","07/03/2017"
367,"R44867","6/14/2017","Defining Readiness: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44867/R44867.pdf/","3","06/14/2017"
368,"IF10396","2/1/2017","Caregiver Support to Veterans","https://crsreports.congress.gov/product/pdf/download/IF/IF10396/IF10396.pdf/","5","04/25/2016"
369,"R42075","12/13/2016","Women in Combat: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R42075/R42075.pdf/","25","11/08/2011"
370,"TE10013","12/8/2016","Oversight Review of the U.S. Navy's Littoral Combat Ship (LCS) Program","https://crsreports.congress.gov/product/pdf/download/TE/TE10013/TE10013.pdf/","3","12/09/2016"
371,"R44673","11/1/2016","Security Cooperation: Comparison of Proposed Provisions for the FY2017 National Defense Authorization Act (NDAA)","https://crsreports.congress.gov/product/pdf/download/R/R44673/R44673.pdf/","6","11/01/2016"
372,"R44561","7/13/2016","Acquisition Reform in the House and Senate Versions of the FY2017 National Defense Authorization Act","https://crsreports.congress.gov/product/pdf/download/R/R44561/R44561.pdf/","5","07/13/2016"
373,"R44444","5/26/2016","Security Assistance and Cooperation: Shared Responsibility of the Departments of State and Defense","https://crsreports.congress.gov/product/pdf/download/R/R44444/R44444.pdf/","7","04/04/2016"
374,"R44498","5/13/2016","National Security Space Launch at a Crossroads","https://crsreports.congress.gov/product/pdf/download/R/R44498/R44498.pdf/","4","05/13/2016"
375,"R44496","5/10/2016","Military Officer Personnel Management: Key Concepts and Statutory Provisions","https://crsreports.congress.gov/product/pdf/download/R/R44496/R44496.pdf/","3","05/11/2016"
376,"R44229","4/5/2016","The Army's M-1 Abrams, M-2/M-3 Bradley, and M-1126 Stryker: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R44229/R44229.pdf/","6","10/15/2015"
377,"R42340","2/23/2016","Health Care for Veterans: Suicide Prevention","https://crsreports.congress.gov/product/pdf/download/R/R42340/R42340.pdf/","13","02/07/2012"
378,"R44340","1/13/2016","Goldwater-Nichols and the Evolution of Officer Joint Professional Military Education (JPME)","https://crsreports.congress.gov/product/pdf/download/R/R44340/R44340.pdf/","4","01/13/2016"
379,"R44320","12/21/2015","Conventional Arms Transfers to Developing Nations, 2007-2014","https://crsreports.congress.gov/product/pdf/download/R/R44320/R44320.pdf/","4","12/23/2015"
380,"R44120","12/17/2015","FY2016 National Defense Authorization Act: Selected Military Personnel Issues","https://crsreports.congress.gov/product/pdf/download/R/R44120/R44120.pdf/","6","07/24/2015"
381,"R44305","12/17/2015","The Air Force Aviation Investment Challenge","https://crsreports.congress.gov/product/pdf/download/R/R44305/R44305.pdf/","8","12/11/2015"
382,"R43704","8/27/2015","Veterans Access, Choice, and Accountability Act of 2014 (H.R. 3230; P.L. 113-146)","https://crsreports.congress.gov/product/pdf/download/R/R43704/R43704.pdf/","11","09/03/2014"
383,"R44131","8/3/2015","History of the Navy UCLASS Program Requirements: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44131/R44131.pdf/","3","08/03/2015"
384,"R40227","7/21/2015","GAO Bid Protests: Trends and Analysis","https://crsreports.congress.gov/product/pdf/download/R/R40227/R40227.pdf/","25","02/18/2009"
385,"R44111","7/17/2015","Cyber Intrusion into U.S. Office of Personnel Management: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44111/R44111.pdf/","4","07/17/2015"
386,"RL32965","6/26/2015","Recruiting and Retention: An Overview of FY2013 and FY2014 Results for Active and Reserve Component Enlisted Personnel","https://crsreports.congress.gov/product/pdf/download/RL/RL32965/RL32965.pdf/","24","06/29/2005"
387,"R44047","5/22/2015","In Brief: Options to Help Meet a Congressional Requirement for Nuclear Weapon 'Pit' Production","https://crsreports.congress.gov/product/pdf/download/R/R44047/R44047.pdf/","3","05/22/2015"
388,"R44033","5/14/2015","Nuclear Weapon 'Pit' Production: Options to Help Meet a Congressional Requirement","https://crsreports.congress.gov/product/pdf/download/R/R44033/R44033.pdf/","4","05/14/2015"
389,"R43116","4/3/2015","Ballistic Missile Defense in the Asia-Pacific Region: Cooperation and Opposition","https://crsreports.congress.gov/product/pdf/download/R/R43116/R43116.pdf/","4","06/24/2013"
390,"R43547","3/11/2015","Veterans' Medical Care: FY2015 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R43547/R43547.pdf/","7","05/15/2014"
391,"R40941","3/9/2015","Health Care for Veterans: Traumatic Brain Injury","https://crsreports.congress.gov/product/pdf/download/R/R40941/R40941.pdf/","9","11/27/2009"
392,"R43843","1/5/2015","Proposed Retirement of A-10 Aircraft: Background in Brief","https://crsreports.congress.gov/product/pdf/download/R/R43843/R43843.pdf/","4","01/05/2015"
393,"RS22855","12/8/2014","Security Assistance Reform: 'Section 1206' Background and Issues for Congress ","https://crsreports.congress.gov/product/pdf/download/RS/RS22855/RS22855.pdf/","54","04/03/2008"
394,"R43790","11/18/2014","Veterans Exposed to Agent Orange: Legislative History, Litigation, and Current Issues","https://crsreports.congress.gov/product/pdf/download/R/R43790/R43790.pdf/","3","11/18/2014"
395,"IF10180","6/16/2014","U.S. Africa Command (AFRICOM) ","https://crsreports.congress.gov/product/pdf/download/IF/IF10180/IF10180.pdf/","2","04/10/2015"
396,"R43566","5/23/2014","Defense Acquisition Reform: Background, Analysis, and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43566/R43566.pdf/","4","05/23/2014"
397,"RL34026","5/23/2014","Defense Acquisitions: How DOD Acquires Weapon Systems and Recent Efforts to Reform the Process","https://crsreports.congress.gov/product/pdf/download/RL/RL34026/RL34026.pdf/","20","06/04/2007"
398,"R43428","3/20/2014","U.S. Nuclear Weapon 'Pit' Production: Background and Options in Brief","https://crsreports.congress.gov/product/pdf/download/R/R43428/R43428.pdf/","4","03/20/2014"
399,"R41780","2/19/2014","The Federal Bureau of Investigation and Terrorism Investigations","https://crsreports.congress.gov/product/pdf/download/R/R41780/R41780.pdf/","19","04/28/2011"
400,"R43037","1/6/2014","Next Steps in Nuclear Arms Control with Russia: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R43037/R43037.pdf/","7","04/12/2013"
401,"R41701","5/3/2013","No-Fly Zones: Strategic, Operational, and Legal Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41701/R41701.pdf/","12","03/18/2011"
402,"RS22763","4/6/2010","Air Force C-17 Aircraft Procurement: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22763/RS22763.pdf/","23","12/05/2007"
403,"RS22103","12/22/2009","VH-71/VXX Presidential Helicopter Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22103/RS22103.pdf/","20","04/04/2005"
